Track,Artist,RL,Release Date,Spotify Streams,TikTok Views,Shazam Counts,Explicit Track
I Can Feel It,Kane Brown,,9/21/2023,"36,059,521","19,880,210","251,945",0
Gyal You a Party Animal - Sped Up,Charly Black,,12/16/2022,"36,044,532","3,580,517,630","89,527",0
How We Roll,Ciara,,8/4/2023,"36,007,719","344,537,974","790,290",1
MONEY AND VIBES,Nemzzz,,10/19/2023,"35,900,099","45,531,637","93,958",1
Tï¿½ï¿½ï¿½n,Wren Evans,,10/25/2023,"35,549,029","119,204,623","28,280",0
UP,INNA,,10/29/2021,"35,440,292","1,048,666,929","2,431,616",0
Cumbia Buena,Grupo la Cumbia,,3/13/2020,"35,324,338","8,808,203,215","785,161",0
"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,,10/7/2019,"35,269,135","19,469,573","167,685",0
MAESTRO,SEVENTEEN,,4/29/2024,"35,244,286","90,497,430","85,957",0
Egwu,Chike,,12/15/2023,"35,119,540","163,624,449","1,958,847",0
It's A Wrap - Sped Up,Mariah Carey,,2/10/2023,"35,004,403","2,693,255,753","35,868",0
Gulabi Sadi,Sanju Rathod,,2/6/2024,"34,996,527","87,900","170,779",0
GOAT,Number_i,,1/1/2024,"34,820,660","173,000","213,386",0
After Hours,Kehlani,,4/4/2024,"34,629,239","4,592,500","349,619",1
L$d,Luclover,,4/22/2022,"34,621,941","5,720,070,197","539,017",1
Love Me JeJe,Tems,,4/25/2024,"34,621,656","9,450","251,413",0
The Rapture Pt.III,&ME,1,6/9/2023,"34,601,626","869,444","989,728",0
Thang For You (feat. No Cap),Rylo Rodriguez,,6/23/2023,"34,566,972","155,967,629","706,470",1
Shadow,Livingston,,3/8/2024,"34,343,044","6,100,000","177,644",0
TWINNEM,Coi Leray,,9/20/2021,"34,116,353","6,661,617,341","1,061,424",1
"The Banjo Beat, Pt. 1",Ricky Desktop,,8/21/2020,"34,096,694","6,811,158,348","791,308",0
Terminator,King Promise,,5/5/2023,"34,026,239","391,501,573","527,365",0
Murder on the Dance Floor - triple j Like A Version,Royel Otis,,1/29/2024,"33,867,992","407,405,367","221,646",0
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,,5/16/2024,"33,661,899","1,441,200","109,089",0
Maria Mariah,JC NO BEAT,,11/17/2023,"33,605,864","25,541,775","160,253",1
Bam Yang Gang,BIBI,,2/13/2024,"33,558,829","21,319,700","89,031",0
Goa Beach,Tony Kakkar,,2/11/2020,"33,384,757","2,180,222,501","92,503",0
Carrying Your Love,David Morris,,6/1/2022,"33,278,200","2,885,085,148","255,786",0
Diamondz n Roses,VaporGod,,3/23/2023,"33,044,062","2,490,290,769","42,664",0
Did Me Wrong,A Boogie Wit da Hoodie,,9/8/2023,"32,916,107","20,835","370,210",1
MASHA ULTRAFUNK,HISTED,,3/8/2024,"32,435,333","1,059,880,600","264,296",0
"She Don't Know (From ""Blessed"")",Millind Gaba,,1/9/2019,"32,433,183","216,883,079","200,459",0
ýýýýýýýýýýýý ýýýýýýýýýýýý,Lusia Chebotina,,10/29/2021,"32,318,892","2,526,424,724","1,544,949",0
Untitled #13,Glwzbll,,4/4/2023,"32,244,050","1,579,523,296","416,085",0
ýýýýýý (HEYA),IVE,,4/29/2024,"32,189,908","19,697,730","58,570",0
Christmas Love,Jimin,,12/24/2020,"32,018,123","815,938","109,094",0
Standing Room Only,Tim McGraw,,3/10/2023,"31,705,548","1,709,288","286,295",0
Nasty,Tinashe,,4/12/2024,"31,612,906","1,051,026,401","336,779",0
Piyar Farak Wali,Pawan Singh,,4/24/2023,"30,668,840","967,073","24,271",0
Baby you,ýýýýýý,,1/18/2023,"30,361,093","1,949,963,259","250,538",0
Lose My Breath (Feat. Charlie Puth),Stray Kids,,5/10/2024,"29,994,527","5,347,400","69,265",0
kompa pasiï¿½,ýýýýýýýýýý,,4/12/2024,"29,458,027","87,680,200","2,085,595",0
Sent Gamkauwa,Shivani Singh,,5/19/2023,"29,424,141","153,512","13,526",0
El Patito Juan,Biper Y Sus Amigos,,10/24/2004,"29,422,741","119,966,916","199,390",0
It's That Time,Marlon Hoffstadt,,4/21/2023,"29,365,536","124,006,258","343,152",0
Lucky Girl Syndrome,ILLIT,,3/25/2024,"29,089,538","28,210,200","43,383",0
Save Me The Trouble,Dan + Shay,,7/14/2023,"28,945,482","1,916,491","219,049",0
Come See Me,Rod Wave,,9/1/2023,"28,876,525","28,824,932","102,901",1
Mal Hombre,Kim Loaiza,,10/25/2023,"28,817,964","450,286,431","49,569",0
Koka,Mankirt Aulakh,,11/6/2023,"28,816,253","34,208","41,257",0
Saawariya,Aastha Gill,1,10/8/2021,"28,805,237","212,490,319","105,909",0
die,lucidbeatz,,3/3/2023,"28,779,088","1,580,363,321","9,429",0
PRIMER AVISO,Maria Becerra,,2/29/2024,"28,563,790","1,423,100","59,172",0
Yimmy Yimmy,Tayc,,3/8/2024,"28,543,791","37,252,006","291,383",0
Endless Summer,Alan Walker,,7/13/2023,"28,340,672","395,590,915","150,561",1
Lalala - Ilkan Gunuc Remix,Y2K,,10/28/2019,"28,240,865","1,680,010,594","1,994,181",1
Mejor Que Ayer,Diego Torres,,8/31/2023,"28,210,202","108,989,284","350,257",0
Hola,Dalex,,5/10/2019,"28,185,177","20,930,088","349,429",0
Banana (feat. Shaggy),Conkarah,,8/16/2019,"27,747,363","11,797,196,743","348,103",0
ýýýH+3+ýýýýýýý7luCJIo0T6...,vyrval,,2/7/2024,"27,480,893","116,241,200","452,466",0
Ojapiano,KCee,,6/3/2023,"27,444,985","619,648,663","1,476,897",0
"MHD: Bzrp Music Sessions, Vol. 44",Bizarrap,,9/15/2021,"27,327,435","8,474,261,749","61,294",1
Aesthetic,Xilo,,2/14/2020,"27,312,761","5,979,843,010","26,178",1
Back Then Right Now,Tyler Hubbard,,9/8/2023,"26,917,389","7,726,317","229,650",0
"This Wish - From ""Wish""",Ariana DeBose,,10/18/2023,"26,674,909","709,276,580","87,704",0
Long Journey,Rod Wave,,9/15/2023,"26,215,354","63,529,208","172,649",1
SEVILLA,Thrife,,8/12/2022,"26,054,526","769,574,589","298,281",1
Pelle Coat,Lil Durk,,5/25/2023,"25,898,720","16,324,229","317,600",1
3 Haselnï¿½ï¿,Jaques Raupï¿,,12/1/2023,"25,822,176","31,061,916","312,177",0
"Ruaan (From ""Tiger 3"")",Pritam,,11/6/2023,"25,820,250",490,"57,373",0
ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,,5/19/2021,"25,149,668","987,819,837","2,098,943",0
Guay,Ozuna,,4/18/2024,"25,134,764","3,319","104,141",0
Mas Existe um Lugar,Kaio Viana,,3/23/2023,"24,963,236","670,846,125","228,158",1
Coup du marteau,Tam Sir,,12/8/2023,"24,933,240","687,729,852","1,245,247",0
Talk My Shit,BossMan Dlow,,3/15/2024,"24,834,118","403,343,301","247,144",1
Chatak Matak,Renuka Panwar,,12/19/2020,"24,806,000","95,059,447","54,406",0
Sorry 4 The Wait,Lil Wayne,,1/14/2022,"24,285,898","1,029,336","211,234",1
MON LOVE OHO,Liamsi,,4/7/2023,"24,215,252","3,302,969,819","1,389,350",1
Min Awel Dekika,Elissa,,5/4/2022,"24,195,796","40,801,186","968,681",0
Oi Erro - Ao Vivo,Simone Mendes,,3/24/2023,"23,883,628","5,358,634","7,075",0
IT GIRL - Sped up Version,Aliyah's Interlude,,9/30/2023,"23,708,233","3,090,790,304","363,715",1
Jï¿½ï¿½lale,Bb trickz,,5/2/2024,"23,649,304","1,395,100","114,774",0
Like What (Freestyle),Cardi B,,3/1/2024,"23,475,715","27,373,700","164,762",1
NASTY,Russ,,3/17/2023,"23,388,367","511,034,419","57,729",1
ýýýýýýýýýýýýýýýýýýýýý,HoneyWorks,,11/21/2022,"23,191,929","6,284,732,144","188,814",0
Real Love,Martin Garrix,,9/22/2023,"23,089,149","160,449,801","115,557",0
8 Raflaan (feat. Gurlez Akhtar),Mankirt Aulakh,,3/23/2021,"22,697,447","464,077,604","50,977",0
HAY LUPITA,Lomiiel,,3/28/2024,"22,692,011","84,927,420","516,845",0
HIND'S HALL,Macklemore,,5/10/2024,"22,463,244","272,100","86,524",1
Swag Se Swagat,Neha Bhasin,,12/12/2017,"22,317,486","48,439,256","389,397",0
Coï¿½ï¿½o (feat. Jhorrmountain x A,Puri,,1/1/2017,"22,218,209","4,873,210,023","223,332",0
Kamar Teri Left Right Hale,Sandeep Surila,,7/24/2020,"22,148,259","477,115","71,475",0
Feather - Sped Up,Sabrina Carpenter,,8/4/2023,"22,007,314","750,594,068","221,129",1
ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,,1/20/2021,"21,970,517","433,329,532","2,938,941",0
Commando,Mavokali,,9/28/2022,"21,667,023","5,361,829,317","1,561,153",0
Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,,3/20/2021,"21,634,137","1,553,141,547","282,245",1
SLUT ME OUT 2,NLE Choppa,,4/12/2024,"21,488,710","2,503,565","116,381",1
Let Your Boys Be Country,Jason Aldean,,8/25/2023,"21,485,335","9,858,141","92,321",0
ýýýýýýýýýýýý,Hoshimachi Suisei,,3/23/2024,"21,255,074","5,326,500","41,209",0
Who Is Your Guy?,Spyro,,11/25/2022,"21,236,593","618,545,163","1,091,071",0
Seasons,Thirty Seconds To Mars,,8/15/2023,"21,188,649","34,908,043","518,264",1
Stuck In The Middle,BABYMONSTER,,2/1/2024,"21,167,612","70,103,300","47,782",0
Who Is Your Guy? - Remix,Spyro,,3/3/2023,"21,134,265","237,172,938","1,887,872",0
Cham Cham,Meet Bros.,,4/9/2016,"21,092,086","258,442,943","53,500",0
ýýýý ýýýýýýýýýý,ANNA ASTI,,6/3/2022,"21,081,306","74,908,911","1,180,992",0
I'll Be There,Robin Schulz,,10/13/2023,"21,067,560","3,385,213","633,019",0
OKLOSER,Doja Cat,,4/1/2024,"20,814,043","1,470,700","71,723",1
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,Ahmed Saad,,6/20/2023,"20,588,020","274,048,028","161,826",0
HEAT STICK,Shoreline Mafia,,5/10/2024,"20,538,101","108,700","75,399",1
Whatsapp (Wassam),Gunna,,5/3/2024,"20,011,325","4,100,000","44,393",1
Bhai Tera Gunda,Aman Jaji,,2/17/2023,"19,938,326","77,382","26,019",0
Mr Pot Scraper,Bossman Dlow,,2/23/2024,"19,565,712","51,520,600","271,898",1
No Se Vale,Camilo,,2/7/2024,"19,388,370","441,343,495","42,410",0
Best For Me,Joyner Lucas,,3/18/2024,"18,852,560","1,200,000","208,479",1
SKEU SKEU (SPEED UP),Jogga,,9/20/2023,"18,794,730","831,341,566","335,476",0
Landmines,Sum 41,,9/27/2023,"18,708,085","68,136","325,793",1
Bounce When She Walk,Ohboyprince,,2/3/2023,"18,637,452","3,179,523,129","1,081,839",1
Uff Mi Amor,Lauty Gram,,12/27/2022,"18,611,163","1,032,933,643","199,485",0
Love Story,Disco Lines,,9/22/2020,"18,566,967","4,579,547,361","86,559",0
No Sufrirï¿½ï¿½ por Nadie - R,Joaquin Guiller,,3/3/2023,"18,550,706","117,607,339","256,826",0
Full Senyum Sayang,Evan Loss,,4/28/2022,"18,296,870","6,334,463,728","24,326",0
Oublie-moi,Emkal,,9/16/2022,"17,992,999","2,858,109,417","1,860,955",1
Five Nights at Freddy's,The Newton Brothers,,10/27/2023,"17,822,349","591,105,266","143,370",0
GASLIGHT,INJI,,4/14/2022,"17,756,452","5,068,567,775","186,114",1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,,1/25/2023,"17,745,591","749,416,523","62,461",1
Karma,JoJo Siwa,,4/5/2024,"17,310,258","1,314,113,353","77,101",0
Percherï¿½,El Reino Infantil,,11/17/2016,"17,238,604","14,803,398","23,734",0
ýýýýýýýýýýýý,ANNA ASTI,,7/14/2023,"17,080,355","33,547,289","1,065,042",0
Impossible,RIIZE,,4/18/2024,"16,327,372","64,226,700","39,544",0
Love You So,The King Khan & BBQ Show,,1/1/2005,"16,326,628","214,843,956,590","632,600",0
Hundred Miles (Sped Up Version),Yall,,2/3/2023,"16,264,949","1,820,623,806","235,920",0
Funk do Patinho,Bento e Totï¿,,1/22/2022,"16,197,748","40,465,134","16,249",0
Mama (with Skilla Baby & Tay B),Rob49,,8/4/2023,"15,885,603","17,072,834","692,423",1
Bori,6ix9ine,,3/31/2023,"15,856,627","830,680,479","424,524",0
Bï¿½ï¿½ï¿½t Tï¿½ï¿½nh,Tï¿½ï¿½ng Duy ,,2/14/2023,"15,832,405","515,579,710","38,813",0
"Earth, Wind & Fire",BOYNEXTDOOR,,4/15/2024,"15,434,400","4,691,841","39,073",0
Little Life,Cordelia,,10/19/2023,"15,433,188","2,139,918,587","165,267",0
The American Dream Is Killing Me,Green Day,,10/24/2023,"15,336,055","13,261,497","181,059",1
"This Is The Thanks I Get?! - From ""Wish""",Chris Pine,,10/25/2023,"15,090,071","182,005,109","25,335",0
"I'm A Star - From ""Wish""",Wish - Cast,,11/8/2023,"15,085,389","16,745,620","25,910",0
Nice to Meet You,Imagine Dragons,,5/24/2024,"15,062,636","6,372,350","27,497",0
Anabella,Khaid,,7/14/2023,"14,645,123","222,489,625","982,458",1
ýýýýýýýý,Jah Khalib,,12/2/2022,"14,566,339","166,606,107","989,901",0
Razzi Bolja,Harjeet Deewana,,1/17/2021,"14,329,936","249,060","38,084",0
Sï¿½ï¿½PER ULTRA ,Picus,,4/15/2023,"14,167,450","145,453,664","55,529",0
Chakalitos,Angi Fire,,7/22/2023,"14,137,400","1,172","154,184",0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Parkmalody,,10/14/2023,"13,900,332","59,606,925","24,734",0
The Boat Beat,Ricky Desktop,,5/12/2020,"13,847,072","3,081,391,270","142,921",0
U My Everything (feat. Drake),Sexyy Red,,5/24/2024,"13,671,209","400,300","130,550",1
Upa Cavalinho,Galinha Pintadinha,,7/1/2014,"13,615,330","112,054,234","13,860",0
Runaway (U & I) [Dance],MELON,,2/24/2023,"13,502,324","136,579,723","106,448",0
SWIPE,ALYPH,,10/21/2022,"12,383,314","1,976,747,330","63,034",0
"Welcome To Rosas - From ""Wish""",Ariana DeBose,,11/1/2023,"12,375,503","68,519,117","13,348",0
Sunday Service,Latto,,2/9/2024,"12,270,831","3,400,000","172,799",1
Baarish,Payal Dev,,8/11/2020,"12,208,412","278,475,456","37,064",0
Favorite Song - Sped Up,Toosii,,2/17/2023,"11,923,405","527,232,531","151,982",0
Cab In A Solo,Scotty McCreery,,8/18/2023,"11,614,161","1,218,414","311,403",0
El Avioncito,Giblack,,10/28/2021,"11,569,095","5,210,740,180","226,882",0
Monkeys Spinning Monkeys,Kevin MacLeod,,5/16/2011,"11,477,477","233,232,311,463","1,177,639",0
DORA,FARIANA,,3/14/2024,"11,328,011","165,220,930","186,737",1
LALALI,SEVENTEEN,,4/29/2024,"11,282,322","22,700","15,240",0
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,,3/8/2024,"11,170,433","35,066","428,081",1
O Patinho Colorido,Bento e Totï¿,,11/15/2019,"11,029,541","38,710,313","13,061",0
Wish,Diler Kharkiya,,11/20/2020,"10,848,948","1,327,611","42,722",0
ýý ýýýýýýýýýý,A.V.G,1,7/17/2023,"10,694,922","16,374,449","1,593,368",0
Danï¿½ï¿½a Ma,Bolofofos,,5/3/2019,"10,423,140","3,059,373","9,247",0
Only Love Can Hurt Like This (feat. Teddy Swims) - Remix,Paloma Faith,,9/23/2022,"10,296,798","11,601,159,321","63,534",0
Take Her Home,Kenny Chesney,,11/10/2023,"10,292,715","725,724","139,624",0
Back It up and Dump It (Dump Truck),GC Eternal,,7/9/2013,"10,019,831","1,685,552,133","66,875",0
FREAK,YUQI,,4/23/2024,"9,956,970","16,415,876","22,273",0
Ya Leil W Yal Ein,AL SHAMI,,9/20/2023,"9,736,339","377,386,323","230,257",0
Can't Get Enough,Jennifer Lopez,,1/10/2024,"9,293,098","1,752,700","294,615",1
Fisherrr,Cash Cobain,,2/28/2024,"9,215,777","40,589,924","286,190",1
ýýýýýý,SPRITE,,4/29/2021,"9,126,545","1,185,912,241","117,936",1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat.IIVY B,bonnadol,,7/15/2022,"9,045,662","1,523,347,880","28,399",0
Zhurek,Adam,1,10/6/2023,"8,893,883","1,640,900","3,415,610",0
I Love Mama Mantu,Bulan Sutena,,11/1/2021,"8,887,656","1,978,705,486","105,455",0
SORRY 4 THAT MUCH,Feid,,6/7/2024,"8,757,910","25,443,365","57,091",1
Feel the POP,ZEROBASEONE,,5/13/2024,"8,699,917","329,800","11,352",0
Kalkatiya Raja,Pawan Singh,,9/22/2023,"8,607,782","36,029","14,483",0
Merayu Tuhan,Tri Suaka,,8/15/2023,"8,517,888","540,360,680","20,886",0
Get Off The Wall,Philly Goats,,6/2/2023,"8,470,479","503,891,783","170,102",1
JAGERMEISTER,Ice Beats Slide,,12/31/2022,"8,434,856","439,574,216","785,803",0
Skibidi Toilet,Lil Big Stack,,6/18/2023,"8,388,731","639,301,182","15,378",0
Ana Ghaltan,Bahaa Sultan,,12/27/2021,"8,316,794","307,818","8,447",0
Right Now (Feat. Crush),Coogie,,9/12/2023,"8,163,960","651,176,298","163,568",0
ýýýýýýýýýýýýýýýýýýýýý,FLI:P,,4/7/2023,"8,028,757","3,985,974,550","220,198",0
ýýýýýýýýýý,NLO,,5/2/2023,"7,900,402","215,446,483","998,296",0
Terre Pyaar Mein,Himesh Reshammiya,,8/20/2021,"7,762,464","36,027,436","113,112",0
Enjoy,Jux,,7/14/2023,"7,403,756","519,353,900","963,170",0
"""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý",Myriam Fares,,3/10/2022,"7,383,901","87,012,540","299,561",0
Beat Automotivo Tan Tan Tan Viral,WZ Beat,,5/24/2022,"7,382,759","22,918,660,728","633,525",0
El Mejor,Chayï¿½ï¿½n R,,10/27/2023,"7,178,040","470,202,643","156,906",1
"Sheï¿½ï¿½ï¿½s Gone, Da",Disclosure,,5/29/2024,"7,021,860","816,500","40,920",0
Chase It (Mmm Da Da Da),Bebe Rexha,,5/17/2024,"6,958,248","4,881","49,922",0
Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Tï¿½ï¿½ng Duy ,,9/28/2023,"6,921,900","497,979,360","33,933",0
"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",Gippy Grewal,,2/20/2024,"6,576,855","6,127","43,588",0
Talk talk,Charli xcx,,6/7/2024,"6,446,985","78,500","4,307",0
Besito,Soy Pau,,7/8/2023,"6,220,250","155,823,199","16,531",0
SOLO - Live,BLACKPINK,,8/30/2019,"6,197,708","421,369","5,791",0
High Road (feat. Jessie Murph),Koe Wetzel,,6/7/2024,"6,120,999","6,300,900","16,033",1
EVIL EMPIRE,Lil Mabu,,4/5/2024,"6,097,493","3,300,000","56,295",1
Main Sharabi,Rajeev Raja,,12/6/2020,"5,984,965","1,676,397","53,348",0
Move,Adam Port,1,6/7/2024,"5,917,083","53,279,473","196,937",0
Funny Song,Cavendish Music,,8/15/2018,"5,866,282","38,373,644,011","903,944",0
Bakkal Amca,Kukuli,,5/10/2021,"5,755,295","1,040,868","22,228",0
Abejita Chiquitita,El Payaso Plim Plim,,9/8/2023,"5,741,262","11,056","6,795",0
Aesthetic,Tollan Kim,,3/4/2022,"5,712,985","33,870,791,454","249,823",0
Pieces,Danilo Stankovic,,9/17/2020,"5,467,217","28,032,695,489","167,985",0
Earth Song,Wizard Chan,,12/24/2022,"5,408,464","5,623,037","640,805",0
Sex Music,Tank,,6/29/2010,"5,283,089","482,153","90,172",0
Montagem Rave Eterno,Dj Samir,,5/2/2024,"5,157,486","3,900,000","47,658",0
ýýýýýýýýýýýý (ýýýýýýýýýýýýýý ýýýýýýýýýýýý) [prod. by wex & heysubr],BUSHIDO ZHO,,5/3/2024,"5,092,789","27,800","251,996",1
ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý,,4/28/2023,"4,943,057","140,922,309","13,291",0
Asylum,Olivetheboy,,3/1/2024,"4,792,243","67,702,628","480,872",0
Aking Pahinga - Sped Up Version,Dro Perez,,12/15/2022,"4,671,066","257,457,879","6,026",0
Ya No Tengo Tu Love,Sie7e,,12/6/2023,"4,561,175","16,150,470","46,729",0
Yeshua (dance cruise),Dj Bentoa,,4/22/2023,"4,546,579","242,636,617","1,189,899",0
The Magic Bomb,Hoï¿½ï¿½ng ,,4/20/2021,"4,224,438","10,173,667,723","13,990",0
Hoa Cï¿½ï¿½ï,Phong Max,,4/25/2023,"4,168,391","439,939,868","14,755",0
Hello Koun,Ritesh Pandey,,12/9/2019,"4,078,322","10,568,686","14,707",0
Orang Yang Salah - Sped Up Version,Luvia band,,9/20/2023,"3,900,009","529,234,742","21,387",0
ýýýýýýýýýýýýýý,Wallem,,3/12/2024,"3,636,983","3,865","600,644",0
Monica,Kuami Eugene,,10/12/2023,"3,604,452","167,597,754","216,973",1
RUNAWAY,KAYDEN,,3/14/2022,"3,508,819","1,851,606,354","56,362",0
Kini Ecko Pergi Meninggalkanku,Ecko Show,,10/6/2022,"3,479,935","2,877,575,926","20,289",0
I Don't Care,Boy Spyce,,2/23/2024,"3,475,009","50,840","286,125",0
Los Patitos,El Reino Infantil,,4/20/2010,"3,415,634","501,700",109,0
Sonrï¿½ï¿½ele a la ,DnK,,6/25/2021,"3,052,742","367,663,104","52,596",0
Baila,Karl Wine,,7/31/2020,"2,947,162","1,846,083,524","1,322,093",0
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,Jazzdauren,,3/1/2024,"2,902,263","10,302,500","904,938",0
Murder,Bgnzinho,,2/14/2023,"2,613,573","2,582,559,682","71,048",1
Aashiq Awaara (feat. Sunidhi Chauhan),Badshah,,8/17/2018,"2,574,126","2,785,871","17,003",0
Only Fine Girl,Spyro,,9/29/2023,"2,490,826","69,943,676","224,804",0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat. TNDTLE,NOAH,,3/15/2023,"2,490,145","272,142,273","6,696",0
Yummy Fruits and Vegetables,D Billions,,10/20/2020,"2,300,838","4,527,607","16,965",0
Veggie Dance,Gracie's Corner,,4/5/2024,"2,279,039","161,578,600","33,195",0
Thank You for Being You,OctaSounds,,9/7/2022,"2,248,788","1,050,704,352","109,624",0
Iced Coffee,Arthur Hill,,10/5/2022,"2,035,613","582,307,619","17,051",0
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,,9/21/2023,"1,880,312","168,468,483","10,918",0
Pretty - Sped Up,MEYY,,6/7/2023,"1,867,282","1,267,424,672","15,462",0
Chichiquetere,HCTM,,8/6/2022,"1,858,478","1,420,793,896","49,225",0
Baby Shark,Bebefinn,,8/26/2022,"1,731,282","172,700","4,206",0
Hijo Mio,Misael De La Rosa,,4/20/2022,"1,612,356","267,788,636","58,027",0
Barely Breathing,Grant Averill,,10/22/2021,"1,479,227","5,235,190,320","126,537",0
Very Sad,Enchan,,11/23/2022,"1,426,122","2,151,095,470","314,385",1
F Boy,Ander Huang,,8/22/2020,"1,415,206","2,181,208,314","145,931",1
PHONK BRASILEIRO FRESCO (Slowed + Reverb),DJ MOIGUS,,6/22/2023,"1,378,494","1,272,592,848","50,550",0
Dhani Ho Sab Dhan,Pawan Singh,,1/31/2023,"1,332,230","2,278,729","7,289",0
Chill Vibes,Tollan Kim,,3/31/2022,"1,212,312","14,162,352,713","46,761",0
Milf Song,The Puddleducks,,8/19/2022,"1,165,982","7,758,599","1,261",0
Ayang,Nabila Maharani,,10/5/2022,"1,088,915","1,504,849,718","36,502",0
Breakfast Challenge Song (Slowly),SPENCE,,6/22/2021,"861,521","6,861,330,893","215,105",0
2 Balas,Roylimar y Royerlin,,3/8/2024,"853,397","94,888,400","3,223",0
Tï¿½ï¿½moignage (L,Eunice Manyanga,,11/28/2022,"740,008","81,729,317","106,673",0
Hasbi Rabbi,Huda Sisters,,11/14/2019,"693,675","23,009,253","13,309",0
123 Song,D Billions,,10/23/2019,"628,692","669,921","9,438",0
